experiment_dir,dataset,encoder,method,train_per_class,epochs_config,epoch_result,acc,mean_gap,split,keep_recommendation,result_path,args_path,log_path
ft_vim_3MLP_outputs_cifar/2_class50_1xdrop_2048_2048,cifar10,vim,vim mlp head,50,20,20,0.9168,0.08790366351604462,test,index_only,ft_vim_3MLP_outputs_cifar/2_class50_1xdrop_2048_2048/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/2_class50_1xdrop_2048_2048/args/class50_args.json,ft_vim_3MLP_outputs_cifar/2_class50_1xdrop_2048_2048/log/class50_train_log.csv
ft_vim_3MLP_outputs_cifar/3_class50_1xdrop_2048_1024,cifar10,vim,vim mlp head,50,20,13,0.9196,0.07480645701289176,test,index_only,ft_vim_3MLP_outputs_cifar/3_class50_1xdrop_2048_1024/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/3_class50_1xdrop_2048_1024/args/class50_args.json,ft_vim_3MLP_outputs_cifar/3_class50_1xdrop_2048_1024/log/class50_train_log.csv
ft_vim_3MLP_outputs_cifar/4_class50_1xdrop_2048_512,cifar10,vim,vim mlp head,50,20,12,0.921,0.07173964940011501,test,index_only,ft_vim_3MLP_outputs_cifar/4_class50_1xdrop_2048_512/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/4_class50_1xdrop_2048_512/args/class50_args.json,ft_vim_3MLP_outputs_cifar/4_class50_1xdrop_2048_512/log/class50_train_log.csv
ft_vim_3MLP_outputs_cifar/5_class50_1xdrop_1024_512,cifar10,vim,vim mlp head,50,20,18,0.9254,0.07301925420761109,test,index_only,ft_vim_3MLP_outputs_cifar/5_class50_1xdrop_1024_512/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/5_class50_1xdrop_1024_512/args/class50_args.json,ft_vim_3MLP_outputs_cifar/5_class50_1xdrop_1024_512/log/class50_train_log.csv
ft_vim_3MLP_outputs_cifar/6_class50_1xdrop_768_512,cifar10,vim,vim mlp head,50,20,19,0.916,0.07412060834467411,test,index_only,ft_vim_3MLP_outputs_cifar/6_class50_1xdrop_768_512/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/6_class50_1xdrop_768_512/args/class50_args.json,ft_vim_3MLP_outputs_cifar/6_class50_1xdrop_768_512/log/class50_train_log.csv
ft_vim_3MLP_outputs_cifar/7_class50_2xdrop_1024_512,cifar10,vim,vim mlp head,50,20,19,0.9268,0.08133496344089508,test,index_only,ft_vim_3MLP_outputs_cifar/7_class50_2xdrop_1024_512/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/7_class50_2xdrop_1024_512/args/class50_args.json,ft_vim_3MLP_outputs_cifar/7_class50_2xdrop_1024_512/log/class50_train_log.csv
ft_vim_3MLP_outputs_cifar/8_class50_2xdrop_1024_256,cifar10,vim,vim mlp head,50,20,20,0.9216,0.07808954939246178,test,index_only,ft_vim_3MLP_outputs_cifar/8_class50_2xdrop_1024_256/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/8_class50_2xdrop_1024_256/args/class50_args.json,ft_vim_3MLP_outputs_cifar/8_class50_2xdrop_1024_256/log/class50_train_log.csv
ft_vim_3MLP_outputs_cifar/9_class50_2xdrop_1024_768_drop0.35_0.55_best,cifar10,vim,vim mlp head,50,20,20,0.9376,0.10964195728302002,test,selected,ft_vim_3MLP_outputs_cifar/9_class50_2xdrop_1024_768_drop0.35_0.55_best/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/9_class50_2xdrop_1024_768_drop0.35_0.55_best/args/class50_args.json,ft_vim_3MLP_outputs_cifar/9_class50_2xdrop_1024_768_drop0.35_0.55_best/log/class50_train_log.csv
ft_vim_3MLP_residual_outputs_cifar/10_class50_0.6_scale0.8,cifar10,vim,vim mlp head,50,20,20,0.9344,0.11308376118540764,test,index_only,ft_vim_3MLP_residual_outputs_cifar/10_class50_0.6_scale0.8/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_residual_outputs_cifar/10_class50_0.6_scale0.8/args/class50_args.json,ft_vim_3MLP_residual_outputs_cifar/10_class50_0.6_scale0.8/log/class50_train_log.csv
ft_vim_3MLP_residual_outputs_cifar/11_class50_0.6_norm,cifar10,vim,vim mlp head,50,20,18,0.936,0.11203076615929604,test,index_only,ft_vim_3MLP_residual_outputs_cifar/11_class50_0.6_norm/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_residual_outputs_cifar/11_class50_0.6_norm/args/class50_args.json,ft_vim_3MLP_residual_outputs_cifar/11_class50_0.6_norm/log/class50_train_log.csv
ft_vim_3MLP_residual_outputs_cifar/1_class50,cifar10,vim,vim mlp head,50,20,6,0.921,0.08438931107521057,test,index_only,ft_vim_3MLP_residual_outputs_cifar/1_class50/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_residual_outputs_cifar/1_class50/args/class50_args.json,ft_vim_3MLP_residual_outputs_cifar/1_class50/log/class50_train_log.csv
ft_vim_3MLP_residual_outputs_cifar/2_class50_0,cifar10,vim,vim mlp head,50,20,20,0.9224,0.0762893408536911,test,index_only,ft_vim_3MLP_residual_outputs_cifar/2_class50_0/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_residual_outputs_cifar/2_class50_0/args/class50_args.json,ft_vim_3MLP_residual_outputs_cifar/2_class50_0/log/class50_train_log.csv
ft_vim_3MLP_residual_outputs_cifar/3_class50_0.1,cifar10,vim,vim mlp head,50,20,16,0.9258,0.08144603520631791,test,index_only,ft_vim_3MLP_residual_outputs_cifar/3_class50_0.1/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_residual_outputs_cifar/3_class50_0.1/args/class50_args.json,ft_vim_3MLP_residual_outputs_cifar/3_class50_0.1/log/class50_train_log.csv
ft_vim_3MLP_residual_outputs_cifar/4_class50_0.5,cifar10,vim,vim mlp head,50,20,20,0.9344,0.10482332855463028,test,index_only,ft_vim_3MLP_residual_outputs_cifar/4_class50_0.5/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_residual_outputs_cifar/4_class50_0.5/args/class50_args.json,ft_vim_3MLP_residual_outputs_cifar/4_class50_0.5/log/class50_train_log.csv
ft_vim_3MLP_residual_outputs_cifar/5_class50_0.55,cifar10,vim,vim mlp head,50,20,20,0.9348,0.10946068316698074,test,index_only,ft_vim_3MLP_residual_outputs_cifar/5_class50_0.55/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_residual_outputs_cifar/5_class50_0.55/args/class50_args.json,ft_vim_3MLP_residual_outputs_cifar/5_class50_0.55/log/class50_train_log.csv
ft_vim_3MLP_residual_outputs_cifar/6_class50_0.6,cifar10,vim,vim mlp head,50,20,18,0.935,0.11201035007834434,test,index_only,ft_vim_3MLP_residual_outputs_cifar/6_class50_0.6/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_residual_outputs_cifar/6_class50_0.6/args/class50_args.json,ft_vim_3MLP_residual_outputs_cifar/6_class50_0.6/log/class50_train_log.csv
ft_vim_3MLP_residual_outputs_cifar/7_class50_0.65,cifar10,vim,vim mlp head,50,20,13,0.9336,0.11000495254993439,test,index_only,ft_vim_3MLP_residual_outputs_cifar/7_class50_0.65/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_residual_outputs_cifar/7_class50_0.65/args/class50_args.json,ft_vim_3MLP_residual_outputs_cifar/7_class50_0.65/log/class50_train_log.csv
ft_vim_3MLP_residual_outputs_cifar/8_class50_0.6_scale0.1,cifar10,vim,vim mlp head,50,20,19,0.9346,0.10600872561335564,test,index_only,ft_vim_3MLP_residual_outputs_cifar/8_class50_0.6_scale0.1/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_residual_outputs_cifar/8_class50_0.6_scale0.1/args/class50_args.json,ft_vim_3MLP_residual_outputs_cifar/8_class50_0.6_scale0.1/log/class50_train_log.csv
ft_vim_3MLP_residual_outputs_cifar/9_class50_0.6_scale0.2,cifar10,vim,vim mlp head,50,20,17,0.9342,0.10489426404237748,test,index_only,ft_vim_3MLP_residual_outputs_cifar/9_class50_0.6_scale0.2/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_residual_outputs_cifar/9_class50_0.6_scale0.2/args/class50_args.json,ft_vim_3MLP_residual_outputs_cifar/9_class50_0.6_scale0.2/log/class50_train_log.csv
ft_vim_B16_outputs_caltech/1_all,caltech101,vim,vim fine-tuning baseline,,20,20,0.9549132947976878,0.08355196100650447,test,index_only,ft_vim_B16_outputs_caltech/1_all/args/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_caltech101_final_test_result.json,ft_vim_B16_outputs_caltech/1_all/args/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_args.json,ft_vim_B16_outputs_caltech/1_all/log/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_train_log.csv
ft_vim_B16_outputs_caltech/2_class25,caltech101,vim,vim fine-tuning baseline,25,20,17,0.8890173410404625,0.05897436497530135,test,index_only,ft_vim_B16_outputs_caltech/2_class25/args/class25_caltech101_final_test_result.json,ft_vim_B16_outputs_caltech/2_class25/args/class25_args.json,ft_vim_B16_outputs_caltech/2_class25/log/class25_train_log.csv
ft_vim_B16_outputs_caltech/3_class10,caltech101,vim,vim fine-tuning baseline,10,20,17,0.793063583815029,0.037017189445767075,test,index_only,ft_vim_B16_outputs_caltech/3_class10/args/class10_caltech101_final_test_result.json,ft_vim_B16_outputs_caltech/3_class10/args/class10_args.json,ft_vim_B16_outputs_caltech/3_class10/log/class10_train_log.csv
ft_vim_B16_outputs_caltech/4_class5,caltech101,vim,vim fine-tuning baseline,5,20,19,0.6971098265895954,0.02331717640604123,test,index_only,ft_vim_B16_outputs_caltech/4_class5/args/class5_caltech101_final_test_result.json,ft_vim_B16_outputs_caltech/4_class5/args/class5_args.json,ft_vim_B16_outputs_caltech/4_class5/log/class5_train_log.csv
ft_vim_B16_outputs_cifar/1_all,cifar10,vim,vim fine-tuning baseline,,20,7,0.9804,0.1441458821296692,test,selected,ft_vim_B16_outputs_cifar/1_all/args/t002_lp0p000116012_lb1p43622em05_wd0_cifar10_final_test_result.json,ft_vim_B16_outputs_cifar/1_all/args/t002_lp0p000116012_lb1p43622em05_wd0_args.json,ft_vim_B16_outputs_cifar/1_all/log/t002_lp0p000116012_lb1p43622em05_wd0_train_log.csv
ft_vim_B16_outputs_cifar/2_class4000,cifar10,vim,vim fine-tuning baseline,4000,20,13,0.979,0.14477998688817023,test,selected,ft_vim_B16_outputs_cifar/2_class4000/args/class4000_cifar10_final_test_result.json,ft_vim_B16_outputs_cifar/2_class4000/args/class4000_args.json,ft_vim_B16_outputs_cifar/2_class4000/log/class4000_train_log.csv
ft_vim_B16_outputs_cifar/3_class3000,cifar10,vim,vim fine-tuning baseline,3000,20,3,0.974,0.1243771031498909,test,selected,ft_vim_B16_outputs_cifar/3_class3000/args/class3000_cifar10_final_test_result.json,ft_vim_B16_outputs_cifar/3_class3000/args/class3000_args.json,ft_vim_B16_outputs_cifar/3_class3000/log/class3000_train_log.csv
ft_vim_B16_outputs_cifar/4_class2000,cifar10,vim,vim fine-tuning baseline,2000,20,5,0.9748,0.13717246577143669,test,selected,ft_vim_B16_outputs_cifar/4_class2000/args/class2000_cifar10_final_test_result.json,ft_vim_B16_outputs_cifar/4_class2000/args/class2000_args.json,ft_vim_B16_outputs_cifar/4_class2000/log/class2000_train_log.csv
ft_vim_B16_outputs_cifar/5_class1000,cifar10,vim,vim fine-tuning baseline,1000,20,8,0.9682,0.12885075956583023,test,selected,ft_vim_B16_outputs_cifar/5_class1000/args/class1000_cifar10_final_test_result.json,ft_vim_B16_outputs_cifar/5_class1000/args/class1000_args.json,ft_vim_B16_outputs_cifar/5_class1000/log/class1000_train_log.csv
ft_vim_B16_outputs_cifar/6_class500,cifar10,vim,vim fine-tuning baseline,500,20,10,0.9626,0.1157593347132206,test,selected,ft_vim_B16_outputs_cifar/6_class500/args/class500_cifar10_final_test_result.json,ft_vim_B16_outputs_cifar/6_class500/args/class500_args.json,ft_vim_B16_outputs_cifar/6_class500/log/class500_train_log.csv
ft_vim_B16_outputs_cifar/7_class100,cifar10,vim,vim fine-tuning baseline,100,20,20,0.936,0.08257765024900436,test,selected,ft_vim_B16_outputs_cifar/7_class100/args/class100_cifar10_final_test_result.json,ft_vim_B16_outputs_cifar/7_class100/args/class100_args.json,ft_vim_B16_outputs_cifar/7_class100/log/class100_train_log.csv
ft_vim_B16_outputs_cifar/8_class50,cifar10,vim,vim fine-tuning baseline,50,20,19,0.9152,0.06500995829701424,test,selected,ft_vim_B16_outputs_cifar/8_class50/args/class50_cifar10_final_test_result.json,ft_vim_B16_outputs_cifar/8_class50/args/class50_args.json,ft_vim_B16_outputs_cifar/8_class50/log/class50_train_log.csv
ft_vim_B16_outputs_cifar/9_class10,cifar10,vim,vim fine-tuning baseline,10,20,20,0.8288,0.03912246786057949,test,selected,ft_vim_B16_outputs_cifar/9_class10/args/class10_cifar10_final_test_result.json,ft_vim_B16_outputs_cifar/9_class10/args/class10_args.json,ft_vim_B16_outputs_cifar/9_class10/log/class10_train_log.csv
ft_vim_B16_outputs_oxfordpets/1_all,oxfordpets,vim,vim fine-tuning baseline,,20,15,0.9220708446866485,0.08587937540299184,test,selected,ft_vim_B16_outputs_oxfordpets/1_all/args/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_oxfordpets_final_test_result.json,ft_vim_B16_outputs_oxfordpets/1_all/args/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_args.json,ft_vim_B16_outputs_oxfordpets/1_all/log/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_train_log.csv
ft_vim_B16_outputs_oxfordpets/2_class50,oxfordpets,vim,vim fine-tuning baseline,50,20,8,0.9106267029972752,0.061880934882808374,test,selected,ft_vim_B16_outputs_oxfordpets/2_class50/args/class50_oxfordpets_final_test_result.json,ft_vim_B16_outputs_oxfordpets/2_class50/args/class50_args.json,ft_vim_B16_outputs_oxfordpets/2_class50/log/class50_train_log.csv
ft_vim_B16_outputs_oxfordpets/3_class10,oxfordpets,vim,vim fine-tuning baseline,10,20,18,0.8272479564032698,0.04122700693236815,test,selected,ft_vim_B16_outputs_oxfordpets/3_class10/args/class10_oxfordpets_final_test_result.json,ft_vim_B16_outputs_oxfordpets/3_class10/args/class10_args.json,ft_vim_B16_outputs_oxfordpets/3_class10/log/class10_train_log.csv
ft_vim_B16_outputs_stl10/1_all,stl10,vim,vim fine-tuning baseline,,20,14,0.98575,0.10769454687833786,test,index_only,ft_vim_B16_outputs_stl10/1_all/args/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_stl10_final_test_result.json,ft_vim_B16_outputs_stl10/1_all/args/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_args.json,ft_vim_B16_outputs_stl10/1_all/log/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_train_log.csv
ft_vim_B16_outputs_stl10/2_class100,stl10,vim,vim fine-tuning baseline,100,20,20,0.97475,0.07979675568640232,test,index_only,ft_vim_B16_outputs_stl10/2_class100/args/class100_stl10_final_test_result.json,ft_vim_B16_outputs_stl10/2_class100/args/class100_args.json,ft_vim_B16_outputs_stl10/2_class100/log/class100_train_log.csv
ft_vim_B16_outputs_stl10/3_class50,stl10,vim,vim fine-tuning baseline,50,20,20,0.96525,0.0648044615983963,test,index_only,ft_vim_B16_outputs_stl10/3_class50/args/class50_stl10_final_test_result.json,ft_vim_B16_outputs_stl10/3_class50/args/class50_args.json,ft_vim_B16_outputs_stl10/3_class50/log/class50_train_log.csv
ft_vim_B16_outputs_stl10/4_class10,stl10,vim,vim fine-tuning baseline,10,20,20,0.85125,0.035089073702692986,test,index_only,ft_vim_B16_outputs_stl10/4_class10/args/class10_stl10_final_test_result.json,ft_vim_B16_outputs_stl10/4_class10/args/class10_args.json,ft_vim_B16_outputs_stl10/4_class10/log/class10_train_log.csv
ft_vim_adapter_outputs_cifar/6_class50_best,cifar10,vim,vim adapter,50,20,18,0.9404,0.11129759550094605,test,selected,ft_vim_adapter_outputs_cifar/6_class50_best/args/class50_cifar10_final_test_result.json,ft_vim_adapter_outputs_cifar/6_class50_best/args/class50_args.json,ft_vim_adapter_outputs_cifar/6_class50_best/log/class50_train_log.csv
ft_vim_adapter_outputs_cifar/7_class50_dim192,cifar10,vim,vim adapter,50,20,15,0.9368,0.10590272694826126,test,index_only,ft_vim_adapter_outputs_cifar/7_class50_dim192/args/class50_cifar10_final_test_result.json,ft_vim_adapter_outputs_cifar/7_class50_dim192/args/class50_args.json,ft_vim_adapter_outputs_cifar/7_class50_dim192/log/class50_train_log.csv
ft_vim_adapter_outputs_cifar/8_class50_dim96,cifar10,vim,vim adapter,50,20,20,0.9374,0.11518359407782555,test,index_only,ft_vim_adapter_outputs_cifar/8_class50_dim96/args/class50_cifar10_final_test_result.json,ft_vim_adapter_outputs_cifar/8_class50_dim96/args/class50_args.json,ft_vim_adapter_outputs_cifar/8_class50_dim96/log/class50_train_log.csv
ft_vim_head_outputs_cifar/1_class50,cifar10,vim,projection/head probing,50,20,19,0.9232,0.07231757417321205,test,selected,ft_vim_head_outputs_cifar/1_class50/args/class50_cifar10_final_test_result.json,ft_vim_head_outputs_cifar/1_class50/args/class50_args.json,ft_vim_head_outputs_cifar/1_class50/log/class50_train_log.csv
ft_vim_headdropout_outputs_cifar/1_class50_0.1,cifar10,vim,vim fine-tuning baseline,50,20,14,0.9216,0.07399723157286645,test,index_only,ft_vim_headdropout_outputs_cifar/1_class50_0.1/args/class50_cifar10_final_test_result.json,ft_vim_headdropout_outputs_cifar/1_class50_0.1/args/class50_args.json,ft_vim_headdropout_outputs_cifar/1_class50_0.1/log/class50_train_log.csv
ft_vim_headdropout_outputs_cifar/2_class50_0.2,cifar10,vim,vim fine-tuning baseline,50,20,20,0.9292,0.08040011562407016,test,index_only,ft_vim_headdropout_outputs_cifar/2_class50_0.2/args/class50_cifar10_final_test_result.json,ft_vim_headdropout_outputs_cifar/2_class50_0.2/args/class50_args.json,ft_vim_headdropout_outputs_cifar/2_class50_0.2/log/class50_train_log.csv
ft_vim_headdropout_outputs_cifar/3_class50_0.3,cifar10,vim,vim fine-tuning baseline,50,20,18,0.9274,0.08337134346365929,test,index_only,ft_vim_headdropout_outputs_cifar/3_class50_0.3/args/class50_cifar10_final_test_result.json,ft_vim_headdropout_outputs_cifar/3_class50_0.3/args/class50_args.json,ft_vim_headdropout_outputs_cifar/3_class50_0.3/log/class50_train_log.csv
ft_vim_headdropout_outputs_cifar/4_class50_0.25,cifar10,vim,vim fine-tuning baseline,50,20,19,0.928,0.0818024955689907,test,index_only,ft_vim_headdropout_outputs_cifar/4_class50_0.25/args/class50_cifar10_final_test_result.json,ft_vim_headdropout_outputs_cifar/4_class50_0.25/args/class50_args.json,ft_vim_headdropout_outputs_cifar/4_class50_0.25/log/class50_train_log.csv
ft_vim_headdropout_outputs_cifar/5_class50_0.15,cifar10,vim,vim fine-tuning baseline,50,20,20,0.928,0.07879138290882111,test,index_only,ft_vim_headdropout_outputs_cifar/5_class50_0.15/args/class50_cifar10_final_test_result.json,ft_vim_headdropout_outputs_cifar/5_class50_0.15/args/class50_args.json,ft_vim_headdropout_outputs_cifar/5_class50_0.15/log/class50_train_log.csv
ft_vim_headdropout_outputs_cifar/6_class50_0.18,cifar10,vim,vim fine-tuning baseline,50,20,19,0.9286,0.07939871214330196,test,index_only,ft_vim_headdropout_outputs_cifar/6_class50_0.18/args/class50_cifar10_final_test_result.json,ft_vim_headdropout_outputs_cifar/6_class50_0.18/args/class50_args.json,ft_vim_headdropout_outputs_cifar/6_class50_0.18/log/class50_train_log.csv
ft_vim_headdropout_outputs_cifar/7_class50,cifar10,vim,vim fine-tuning baseline,50,20,14,0.9242,0.07764359079301357,test,index_only,ft_vim_headdropout_outputs_cifar/7_class50/args/class50_cifar10_final_test_result.json,ft_vim_headdropout_outputs_cifar/7_class50/args/class50_args.json,ft_vim_headdropout_outputs_cifar/7_class50/log/class50_train_log.csv
ft_vim_lora_outputs_cifar/10_class50,cifar10,vim,vim lora,50,20,20,0.1764,-0.005241196230053901,test,selected,ft_vim_lora_outputs_cifar/10_class50/args/class50_cifar10_final_test_result.json,ft_vim_lora_outputs_cifar/10_class50/args/class50_args.json,ft_vim_lora_outputs_cifar/10_class50/log/class50_train_log.csv
ft_vim_lora_outputs_cifar/11_class50,cifar10,vim,vim lora,50,20,20,0.285,0.0023857255466282366,test,selected,ft_vim_lora_outputs_cifar/11_class50/args/class50_cifar10_final_test_result.json,ft_vim_lora_outputs_cifar/11_class50/args/class50_args.json,ft_vim_lora_outputs_cifar/11_class50/log/class50_train_log.csv
ft_vim_lora_outputs_cifar/12_class50,cifar10,vim,vim lora,50,20,18,0.2894,0.0037700137123465537,test,selected,ft_vim_lora_outputs_cifar/12_class50/args/class50_cifar10_final_test_result.json,ft_vim_lora_outputs_cifar/12_class50/args/class50_args.json,ft_vim_lora_outputs_cifar/12_class50/log/class50_train_log.csv
ft_vim_lora_outputs_cifar/1_class50_all_outproj_rank8_alpha16_lr3e-4,cifar10,vim,vim lora,50,30,28,0.3196,0.007967227511107922,test,selected,ft_vim_lora_outputs_cifar/1_class50_all_outproj_rank8_alpha16_lr3e-4/args/class50_cifar10_final_test_result.json,ft_vim_lora_outputs_cifar/1_class50_all_outproj_rank8_alpha16_lr3e-4/args/class50_args.json,ft_vim_lora_outputs_cifar/1_class50_all_outproj_rank8_alpha16_lr3e-4/log/class50_train_log.csv
ft_vim_lora_outputs_cifar/2_class50_last12_outproj_rank4_alpha4_lr1e-5,cifar10,vim,vim lora,50,30,20,0.846,0.05068678446114063,test,selected,ft_vim_lora_outputs_cifar/2_class50_last12_outproj_rank4_alpha4_lr1e-5/args/class50_cifar10_final_test_result.json,ft_vim_lora_outputs_cifar/2_class50_last12_outproj_rank4_alpha4_lr1e-5/args/class50_args.json,ft_vim_lora_outputs_cifar/2_class50_last12_outproj_rank4_alpha4_lr1e-5/log/class50_train_log.csv
ft_vim_lora_outputs_cifar/3_class50_last12_outproj_rank4_alpha1_lr1e-6_decay0,cifar10,vim,vim lora,50,30,27,0.8482,0.05537127628922463,test,selected,ft_vim_lora_outputs_cifar/3_class50_last12_outproj_rank4_alpha1_lr1e-6_decay0/args/class50_cifar10_final_test_result.json,ft_vim_lora_outputs_cifar/3_class50_last12_outproj_rank4_alpha1_lr1e-6_decay0/args/class50_args.json,ft_vim_lora_outputs_cifar/3_class50_last12_outproj_rank4_alpha1_lr1e-6_decay0/log/class50_train_log.csv
